Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"PET/CT","PET/CT","","PHILIPS","200257. PHILIPS","200257","200257. PHILIPS","used","For Sale","","","1",
"CT","CT","","SIEMENS","PLUS 4 1643118 D138. SIEMENS","1643118","PLUS 4 1643118 D138. SIEMENS","used","For Sale","","","1",
"PET/CT","PET/CT","",""," ACCU Assembly PC Board with part number 4535 670 69971 REV.","453567069971"," ACCU Assembly PC Board with part number 4535 670 69971 REV.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","This Pacific Scientific motor, model PMB138-Y6Y86-15, manufactured on 050907112, features a rated power of 0.45 kW and a rated speed of 11500 RPM.. PACIFIC SCIENTIFIC","PMB138-Y6Y86-15","This Pacific Scientific motor, model PMB138-Y6Y86-15, manufactured on 050907112, features a rated power of 0.45 kW and a rated speed of 11500 RPM.. PACIFIC SCIENTIFIC","used","For Sale","","","1",
"CATH","CATH","","GE ","medical equipment part, potentially a power supply, with part numbers JWT75-5FF/HM HFP and 342-753KF4-0091-P187 visible on a label.. GE INNOVA","JWT75-5FF","medical equipment part, potentially a power supply, with part numbers JWT75-5FF/HM HFP and 342-753KF4-0091-P187 visible on a label.. GE INNOVA","used","For Sale","","","1",
"C-Arm","C-Arm","","","  an external interface board, ASSY 00-879186-02(B2), likely used in medical equipment, containing NAIS relays with part number A6232344.","00-879186-02","  an external interface board, ASSY 00-879186-02(B2), likely used in medical equipment, containing NAIS relays with part number A6232344.","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","W2. SIEMENS","","W2. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","2100632 COLDHEAD PART. SIEMENS","2100632","2100632 COLDHEAD PART. SIEMENS","used","For Sale","","","1",
"C-Arm","C-Arm","","","This component is a custom rectifier, likely a power supply component, with part numbers HD24-4.8-A and LR 38879, and uses an MSC 2N3055 transistor.","HD24-4.8-A","This component is a custom rectifier, likely a power supply component, with part numbers HD24-4.8-A and LR 38879, and uses an MSC 2N3055 transistor.","used","For Sale","","","1",
"X-RAY","X-RAY","","LORAD","LINAK foot control or switch, potentially for a Lorad X-ray system, with part number FSLOW00000 or FSRDW00000.. LINAK","FSLOW00000 ","LINAK foot control or switch, potentially for a Lorad X-ray system, with part number FSLOW00000 or FSRDW00000.. LINAK","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS","452216350102 COLLIMATOR 989601022191. ELEVA MD","452216350102","452216350102 COLLIMATOR 989601022191. ELEVA MD","used","For Sale","","","1",
"TUBE","TUBE","","PHILIPS","PHILIPS MRC 800 X-Ray Tube Housing Assembly, with REF/Model number . Manufactured March 2013 with 590,699 scan seconds and 135,297 shots count. PHILIPS","989000085921","PHILIPS MRC 800 X-Ray Tube Housing Assembly, with REF/Model number . Manufactured March 2013 with 590,699 scan seconds and 135,297 shots count. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","SCC1 SCC2 452212701806. ALLURA 15","452212701806","SCC1 SCC2 452212701806. ALLURA 15","used","For Sale","","","1",
"CT","CT","","PHILIPS ","CT Gen5.3 Host Z4, 459801493151 Rev Level: E. HP Computer. July 2021. PHLIPS ","459801493151","CT Gen5.3 Host Z4, 459801493151 Rev Level: E. HP Computer. July 2021. PHLIPS ","used","For Sale","","","1",
"CT","CT","",""," VELCONIC VLPSV-100P3-ER power supply unit manufactured by TOEI ELECTRIC CO., LTD., with a serial number of V100P309643.","VLPSV-100P3-ER"," VELCONIC VLPSV-100P3-ER power supply unit manufactured by TOEI ELECTRIC CO., LTD., with a serial number of V100P309643.","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","8716156 ACE300F PS BY COSEL. SYMBIAT CT","8716156","8716156 ACE300F PS BY COSEL. SYMBIAT CT","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","system component SUN ULTRA 45 workstation with serial number 0831FMCOPA and part number 602-3689-01, featuring TTY ports, USB, Ethernet, and a video output, and assembled in the United States.. PHILIPS","602-3689-01","system component SUN ULTRA 45 workstation with serial number 0831FMCOPA and part number 602-3689-01, featuring TTY ports, USB, Ethernet, and a video output, and assembled in the United States.. PHILIPS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","1P03071581 colimator console. ICONOS 200","1P03071581","1P03071581 colimator console. ICONOS 200","used","For Sale","","","1",
"CT","CT","","SIEMENS","This Siemens medical equipment part has a Model No. 10393150 and a Serial No. 33293.. SIEMENS Flash","10393150","This Siemens medical equipment part has a Model No. 10393150 and a Serial No. 33293.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","PX71-07030 GROUP 2 XC. TOSHIBA MULTI","PX71-07030","PX71-07030 GROUP 2 XC. TOSHIBA MULTI","used","For Sale","","","1",
"CT","CT","","GE","2362872 rev 4 IG. LIGHTPEED RT 4","2362872","2362872 rev 4 IG. LIGHTPEED RT 4","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","circuit board, likely used in medical equipment, with the part number 215605-4 and GEC ND0438176 visible.. GE","215605-4","circuit board, likely used in medical equipment, with the part number 215605-4 and GEC ND0438176 visible.. GE","used","For Sale","","","1",
"CT","CT","",""," Siemens SIDAC-S component with model number 04822750 and part number 4FD6383-OLA08-1A (or 4FD6383-OLA10-1A).","4822750"," Siemens SIDAC-S component with model number 04822750 and part number 4FD6383-OLA08-1A (or 4FD6383-OLA10-1A).","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3843428 D30. SIEMENS","3843428","3843428 D30. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS","This is an HP Z8 G4 Workstation, Product Number 6KF78EC#AB2, part of a medical device or system, with a LINUX OS.. HP","6KF78EC","This is an HP Z8 G4 Workstation, Product Number 6KF78EC#AB2, part of a medical device or system, with a LINUX OS.. HP","used","For Sale","","","1",
"CT","CT","","GE","P9144XS DISTR. GE","P9144XS","P9144XS DISTR. GE","used","For Sale","","","1",
"MONITOR","MONITOR","","EIZO","This EIZO DSB 1908-DC Power Supply, with serial number HXA7005189 and part number 6GF6211-2CM52, is rated for 100-240 VAC, 1.0-0.5A, 50-60 Hz.. EIZO","6GF6211-2CM52","This EIZO DSB 1908-DC Power Supply, with serial number HXA7005189 and part number 6GF6211-2CM52, is rated for 100-240 VAC, 1.0-0.5A, 50-60 Hz.. EIZO","used","For Sale","","","1",
"CT","CT","","PHILIPS ","ULTRA-Z WESTCORE PS MM5-1611-1 COMPLETE WITH  174659 AND 178184 BOARDS ON IT. PICKER ULTRAZ","174659","ULTRA-Z WESTCORE PS MM5-1611-1 COMPLETE WITH  174659 AND 178184 BOARDS ON IT. PICKER ULTRAZ","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","System Drive HD QUANTUM Fireball  5213827 REV01 . SIEMENS","5213827","System Drive HD QUANTUM Fireball  5213827 REV01 . SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","HV CABLE. AQUILION 16","HV CABLE","HV CABLE. AQUILION 16","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452216608091 CIC. PHILIP H5000","452216608091","452216608091 CIC. PHILIP H5000","used","For Sale","","","1",
"INJECTOR","INJECTOR","","MEDRAD","MEDRAD Stellant Injection System, part number 60726807 Stellant D-CE.. MEDRAD / Bayer Medical Care Inc.","60726807","MEDRAD Stellant Injection System, part number 60726807 Stellant D-CE.. MEDRAD / Bayer Medical Care Inc.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","DELL POWER CONNECT 6024 SW 2.0.0.01. FD1010","6024 SW 2.0.0.01","DELL POWER CONNECT 6024 SW 2.0.0.01. FD1010","used","For Sale","","","1",
"MRI","MRI","","GE","2328951 1T SURFACE COIL. GE","2328951","2328951 1T SURFACE COIL. GE","used","For Sale","","","1",
"CATH","CATH","","","Bodine Gearmotor, part number L5K0033H0006, with an attached Trunnion assembly 7829422 REV 06.","L5K0033H0006","Bodine Gearmotor, part number L5K0033H0006, with an attached Trunnion assembly 7829422 REV 06.","used","For Sale","","","1",
"CT","CT","","","printed circuit board (PC BD) with part numbers 4535, 453567490661, and ARTWORK 4535 670 62851 REV A, containing various integrated circuits and connectors.","453567490661","printed circuit board (PC BD) with part numbers 4535, 453567490661, and ARTWORK 4535 670 62851 REV A, containing various integrated circuits and connectors.","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","8612079 D134. SIEMENS","8612079","8612079 D134. SIEMENS","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","8417136 REV 05 7825859. SYMBIAT2","8417136","8417136 REV 05 7825859. SYMBIAT2","used","For Sale","","","1",
"MRI","MRI","","GE","MR450 model number 06006BN9 and serial number 00195953.. GE","06006BN9 ","MR450 model number 06006BN9 and serial number 00195953.. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","This is a circuit board with part numbers 600-50162-0004-211B, 900-50162-0100-000 ON, and CN-0U0842-38561-478-0093, and BIOS version 4.34.20.22.B1.. TOSHIBA","600-50162-0004-211B","This is a circuit board with part numbers 600-50162-0004-211B, 900-50162-0100-000 ON, and CN-0U0842-38561-478-0093, and BIOS version 4.34.20.22.B1.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452212869811 989600075982. PHILIPS","452212869811","452212869811 989600075982. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","GE ","NETWORK ROUTER BOX 2135921. GE ADVANTIX","2135921","NETWORK ROUTER BOX 2135921. GE ADVANTIX","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","Dunkermotoren G30.0 gearmotor with a part number potentially including 88620 06780, and a PLG32 gearbox.. SIEMENS","G30.0","Dunkermotoren G30.0 gearmotor with a part number potentially including 88620 06780, and a PLG32 gearbox.. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","2224559 ADVANTX CONSOLE. GE","2224559","2224559 ADVANTX CONSOLE. GE","used","For Sale","","","1",
"CT","CT","",""," Couch Control Assembly PCB, part number 459800293191 AND 459800331251, likely for a medical or dental chair.","459800331251"," Couch Control Assembly PCB, part number 459800293191 AND 459800331251, likely for a medical or dental chair.","used","For Sale","","","1",
"CT","CT","","SIEMENS","19\ LCD monitor for medical equipment with model number DSC1913-D. . SIEMENS Flash","DSC1913-D","19\ LCD monitor for medical equipment with model number DSC1913-D. . SIEMENS Flash","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","TOSHIBA","PM30-17530 REV A. TOSHIBA","PM30-17530","PM30-17530 REV A. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","GE ","CARTE CPU 2119632 . GE TILC","2119632","CARTE CPU 2119632 . GE TILC","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","1780019. SIEMENS","1780019","1780019. SIEMENS","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","Matrox video card part with visible part numbers KE064018, G55+MDHA32DB, and 54464.. Matrox","KE064018","Matrox video card part with visible part numbers KE064018, G55+MDHA32DB, and 54464.. Matrox","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","FUJI","113Y7042. FUJI","113Y7042","113Y7042. FUJI","used","For Sale","","","1",
"CT","CT","","SHIMADZU","SR-DAS 541-42163. SHIMADZU","SR-DAS 541-42163","SR-DAS 541-42163. SHIMADZU","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","Raster Grid 15/80 F300 SIEMENS YISO 05766923; 08404480. SIEMENS MIRA","5766923","Raster Grid 15/80 F300 SIEMENS YISO 05766923; 08404480. SIEMENS MIRA","used","For Sale","","","1",
"CT","CT","","PHILIPS ","4535665037414 Output DC Supply. PHILIPS BIG BORE","4535665037414","4535665037414 Output DC Supply. PHILIPS BIG BORE","used","For Sale","","","1",
"MRI","MRI","","HITACHI","PDCNT2 RR6RR010302. APERTO","RR6RR010302","PDCNT2 RR6RR010302. APERTO","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","medical equipment part, likely an Adaptec 2-port board with part numbers 10600272867 CUZ:ANA62022AC-MED and S26361-D1209-V1.. Adaptec","10600272867","medical equipment part, likely an Adaptec 2-port board with part numbers 10600272867 CUZ:ANA62022AC-MED and S26361-D1209-V1.. Adaptec","used","For Sale","","","1",
"CT","CT","","SIEMENS","3818254 CARBON POWER BRUSH SET. SIEMENS EMOTION 6","3818254","3818254 CARBON POWER BRUSH SET. SIEMENS EMOTION 6","used","For Sale","","","1",
"CT","CT","","GE","GE CT scanner indicator light board, possibly part of the console or display, with attached wiring and connectors.. GE","#N/A","GE CT scanner indicator light board, possibly part of the console or display, with attached wiring and connectors.. GE","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","XDIF-PON801 BX17-3427*A. INFX-8000C/DFP-8000A","XDIF-PON801","XDIF-PON801 BX17-3427*A. INFX-8000C/DFP-8000A","used","For Sale","","","1",
"CATH","CATH","","GE","46-321427P1 REV 4. GE","46-321427P1","46-321427P1 REV 4. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS","Compaq P55/1.0/18S/512/3MC EUROA4 computer part with serial number 8132JB3Z0019.. COMPAQ","P55/1.0/18S/512/3MC","Compaq P55/1.0/18S/512/3MC EUROA4 computer part with serial number 8132JB3Z0019.. COMPAQ","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","This CDAS_RX board contains LINEAR LT1764, ANALOG DEVICES AD6634BBC, PLX PC19656-BA66BI components, and has the part number 4522 117 9533 678.. ACHIEVA 3T","CDAS","This CDAS_RX board contains LINEAR LT1764, ANALOG DEVICES AD6634BBC, PLX PC19656-BA66BI components, and has the part number 4522 117 9533 678.. ACHIEVA 3T","used","For Sale","","","1",
"CT","CT","","PHILIPS ","DETECTOR PICKER 176145 REV B. PICKER","176145","DETECTOR PICKER 176145 REV B. PICKER","used","For Sale","","","1",
"MRI","MRI","","GE","MR450 gray cable with part number RUN#M3510 MG2-A8-J21 5333361 REV 5 2013SEP27 552563.. GE","5333361","MR450 gray cable with part number RUN#M3510 MG2-A8-J21 5333361 REV 5 2013SEP27 552563.. GE","used","For Sale","","","1",
"CATH","CATH","","GE ","46-264716G1 IMAGE GATE CONTROL. GE ADVANTIX","46-264716G1","46-264716G1 IMAGE GATE CONTROL. GE ADVANTIX","used","For Sale","","","1",
"CATH","CATH","","GE","ULTRA 5 DLX computer 2335946. GE","2335946","ULTRA 5 DLX computer 2335946. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2956964 SERIAL INTERFACE BOARD 2956956 . SIEMENS","2956964","2956964 SERIAL INTERFACE BOARD 2956956 . SIEMENS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","PMC1++. AGFA","PMC1++","PMC1++. AGFA","used","For Sale","","","1",
"CT","CT","","SIEMENS","SIEMENS spare part with model number 08365707, possibly related to a high-voltage system, featuring part number 83 65 624 X2324 D732 E3 on a board.. SIEMENS Flash","8365707","SIEMENS spare part with model number 08365707, possibly related to a high-voltage system, featuring part number 83 65 624 X2324 D732 E3 on a board.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","PHILIPS ","174655 PSDC. PICKER","174655","174655 PSDC. PICKER","used","For Sale","","","1",
"CT","CT","","PHILIPS","BODINE Gearmotor with a serial number of A0538C30008 and a type of 48Y4BEPP-5N.. PHILIPS","48Y4BEPP-5N","BODINE Gearmotor with a serial number of A0538C30008 and a type of 48Y4BEPP-5N.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","GE","36003653 623 026E. GE","36003653","36003653 623 026E. GE","used","For Sale","","","1",
"TUBE","TUBE","","PHILIPS","PHILIPS MRC 800 X-Ray tube housing assembly with part numbers 9890 000 85922 and 78410M177760. Manufactured July 2021 with 85,606 scan seconds on the tube and 419,097 scan seconds on gantry as of Dec 2023.. PHILIPS","989000085922","PHILIPS MRC 800 X-Ray tube housing assembly with part numbers 9890 000 85922 and 78410M177760. Manufactured July 2021 with 85,606 scan seconds on the tube and 419,097 scan seconds on gantry as of Dec 2023.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","HSS100 WEIR PS. SIEMENS","HSS100","HSS100 WEIR PS. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","HP2-6460P PS. AQ16","HP2-6460P","HP2-6460P PS. AQ16","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","FUJI","125N0093 0644471. FUJI FCR","125N0093","125N0093 0644471. FUJI FCR","used","For Sale","","","1",
"CT","CT","","TOSHIBA","KEYBOARD part number N860-8539-T102/20, serial number Z3000829, and is labeled BSX74-2221-02.. TOSHIBA","BSX74-2221-02","KEYBOARD part number N860-8539-T102/20, serial number Z3000829, and is labeled BSX74-2221-02.. TOSHIBA","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","PX74-07060-1 REM. TOSHIBA AQUILION 4","PX74-07060-1","PX74-07060-1 REM. TOSHIBA AQUILION 4","used","For Sale","","","1",
"CT","CT","","GE","GE CFM Board Assembly, part number 46-288375P1 REV O, populated with multiple 3115 series ICs.. GE","46-288375P1","GE CFM Board Assembly, part number 46-288375P1 REV O, populated with multiple 3115 series ICs.. GE","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","This is an ASTEC power supply, model LPQ142, likely used in medical equipment.. SIEMENS","LPQ142","This is an ASTEC power supply, model LPQ142, likely used in medical equipment.. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS ","174672 PICKER CONSOLE BOX. PICKER","174672","174672 PICKER CONSOLE BOX. PICKER","used","For Sale","","","1",
"CT","CT","","TOSHIBA","YWM0313*A. TOSHIBA","YWM0313","YWM0313*A. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452216702488. FD20","452216702488","452216702488. FD20","used","For Sale","","","1",
"CT","CT","","TOSHIBA","HV CABLE TUBE. AQUILION 16","HV CABLE TUBE","HV CABLE TUBE. AQUILION 16","used","For Sale","","","1",
"X-RAY","X-RAY","","SEIMENS","REMOTE BASE 9722067. SEIMENS","REMOTE","REMOTE BASE 9722067. SEIMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA"," circuit board, potentially part of an imaging system, marked with part number PX79-26971 and NX77-0048 A.. TOSHIBA","PX79-26971"," circuit board, potentially part of an imaging system, marked with part number PX79-26971 and NX77-0048 A.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5225375. SIEMENS","9722067","5225375. SIEMENS","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","LPS62 POWER SUPPLY. PROTEUS","LPS62 ","LPS62 POWER SUPPLY. PROTEUS","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","PN 1010095A LOSSLESS COINCIDENCE PROCESSOR ASM 3100218 . SIEMENS","1010095A","PN 1010095A LOSSLESS COINCIDENCE PROCESSOR ASM 3100218 . SIEMENS","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","This is an electronic circuit board, potentially part of medical equipment, with part numbers ASM 3100306, PN 1010130D, and SCH 9500306, and includes an Agilent HFBR-2412 component.. Agilent","1010130D","This is an electronic circuit board, potentially part of medical equipment, with part numbers ASM 3100306, PN 1010130D, and SCH 9500306, and includes an Agilent HFBR-2412 component.. Agilent","used","For Sale","","","1",
"CT","CT","",""," RIEDEL Dehumidifier Unit with model number 07395804.","7395804"," RIEDEL Dehumidifier Unit with model number 07395804.","used","For Sale","","","1",
"CT","CT","","GE","This GE Medical Systems part, manufactured in November 1997, has a model number of ZFOOODMR and a type number of 2107636.. GE","2107636","This GE Medical Systems part, manufactured in November 1997, has a model number of ZFOOODMR and a type number of 2107636.. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452209017164 XPB BD. FD10","452209017164","452209017164 XPB BD. FD10","used","For Sale","","","1",
"CT","CT","","SIEMENS","This is an electronic medical equipment part with model number 10393060 and various serial numbers.. SIEMENS Flash","10393060","This is an electronic medical equipment part with model number 10393060 and various serial numbers.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","",""," 07131191 board WITH BOARD 5555557","7131191"," 07131191 board WITH BOARD 5555557","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","MED RTC V4 10280903 10501546. ARTIS ZEE","10501546","MED RTC V4 10280903 10501546. ARTIS ZEE","used","For Sale","","","1",
"CATH","CATH","","GE","MVME 167-02 BE60. GE","167-02 BE60","MVME 167-02 BE60. GE","used","For Sale","","","1",
"CATH","CATH","","GE","GE Table Data Cable, part number 27673A.. GE","27673A","GE Table Data Cable, part number 27673A.. GE","used","For Sale","","","1",
"CATH","CATH","","GE ","SYNC ANND TIMING BD 46-264640G2A. GE ADVANTIX","46-264640G2","SYNC ANND TIMING BD 46-264640G2A. GE ADVANTIX","used","For Sale","","","1",
"CT","CT","","","medical equipment circuit board with touch sensor connectors and a part number *5112471-03 Rev01 01263 3506*SA visible.","5112471-03","medical equipment circuit board with touch sensor connectors and a part number *5112471-03 Rev01 01263 3506*SA visible.","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3066201. SIEMENS","3066201","3066201. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","Flash Kühlung P47 (Cooling P47) component, with serial number WW 2994-02.. SIEMENS","P47","Flash Kühlung P47 (Cooling P47) component, with serial number WW 2994-02.. SIEMENS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","F8.5146.1430.X POWER SUPPLY. AGFA","F8.5146.1430.X POWER SUPPLY","F8.5146.1430.X POWER SUPPLY. AGFA","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","G30.0 MOTOR BY UNKERMOTOREN. SYMBIAT2","G30.0","G30.0 MOTOR BY UNKERMOTOREN. SYMBIAT2","used","For Sale","","","1",
"CT","CT","","GE","GE Medical Systems twin left backplane, part number 2164223, 2164224 and BI15TT.. GE","2164223","GE Medical Systems twin left backplane, part number 2164223, 2164224 and BI15TT.. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","2148300-5 (2102500-2) 1.0T CERD Exciter. TOSHIBA","2148300-5","2148300-5 (2102500-2) 1.0T CERD Exciter. TOSHIBA","used","For Sale","","","1",
"MRI","MRI","","GE","AN8295Y. GE","AN8295Y","AN8295Y. GE","used","For Sale","","","1",
"CT","CT","","SIEMENS","Siemens CT scan system part with multiple connectors and visible part numbers including  FOC D503 and MAR D501 X1518.. SIEMENS","FOC","Siemens CT scan system part with multiple connectors and visible part numbers including  FOC D503 and MAR D501 X1518.. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","PX77-68803. AQ16","PX77-68803","PX77-68803. AQ16","used","For Sale","","","1",
"CT","CT","","PHILIPS","DPPC 174657. PHILIPS","174657","DPPC 174657. PHILIPS","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","Transition Module with part numbers 2295981 and 2295982 REV B.. HP","2295981","Transition Module with part numbers 2295981 and 2295982 REV B.. HP","used","For Sale","","","1",
"CT","CT","","TOSHIBA","452210815501. TOSHIBA","452210815501","452210815501. TOSHIBA","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS","ELEVA MD USB2-4COM-M BOX. PHILIPS","USB2-4COM-M ","ELEVA MD USB2-4COM-M BOX. PHILIPS","used","For Sale","","","1",
"CT","CT","","GE","5140001-4 HELIOS 4 COLLIMATOR. RT4","5140001-4","5140001-4 HELIOS 4 COLLIMATOR. RT4","used","For Sale","","","1",
"Unknown","Unknown","","","This image shows a green shelving unit post with the label 'D2'.","","This image shows a green shelving unit post with the label 'D2'.","used","For Sale","","","1",
"MRI","MRI","","GE","2163838 CHIPS. GE","2163838","2163838 CHIPS. GE","used","For Sale","","","1",
"CT","CT","","SIEMENS","E-G012-03-0842(B) BIOS Version Video card. ICS TOWER 5","E-G012-03-0842","E-G012-03-0842(B) BIOS Version Video card. ICS TOWER 5","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","GE","5488221 C2-9VN-D 2021 NEW. GE","5488221","5488221 C2-9VN-D 2021 NEW. GE","used","For Sale","","","1",
"CT","CT","","SEIMENS","7395465 IRS2 Computer. Sensation 16","7395465","7395465 IRS2 Computer. Sensation 16","used","For Sale","","","1",
"CT","CT","","PHILIPS","""MRC 800 989000086921 989000085911. BRILLIANCE","","""MRC 800 989000086921 989000085911. BRILLIANCE","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","NANOTEC MOTOR 4T5618S2404-A F8.5145.7550.1. AGFA","4T5618S2404","NANOTEC MOTOR 4T5618S2404-A F8.5145.7550.1. AGFA","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","SPC6 45221270266 ON 452210455666. FD1010","45221270266","SPC6 45221270266 ON 452210455666. FD1010","used","For Sale","","","1",
"CT","CT","","","GDAS Converter board, part number 2364354 or 2364355 REV 1, used in a Lighspeed CT system.","2364354","GDAS Converter board, part number 2364354 or 2364355 REV 1, used in a Lighspeed CT system.","used","For Sale","","","1",
"CATH","CATH","","GE","2317741-2  COLLIMATOR SIEMENS PN 5892935. INNOVA 4100 DL3/RTAC3","2317741-2","2317741-2  COLLIMATOR SIEMENS PN 5892935. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","453567981271 REV A. GEMINI TF","453567981271","453567981271 REV A. GEMINI TF","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","This is an electronic circuit board with integrated circuits labeled Lattice MACH445 and a part number 4522 117 88615 visible.. PHILIPS","452211788615","This is an electronic circuit board with integrated circuits labeled Lattice MACH445 and a part number 4522 117 88615 visible.. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","green circuit board assembly with various electronic components including SCHRACK RP820024 relays and part number 03030762.. HITACHI","RP820024 ","green circuit board assembly with various electronic components including SCHRACK RP820024 relays and part number 03030762.. HITACHI","used","For Sale","","","1",
"CATH","CATH","","GE","GALVO 4B4991. GE","4B4991","GALVO 4B4991. GE","used","For Sale","","","1",
"MRI","MRI","","HITACHI","COSEL GT3 15V2.6A. AIRIS II TABLE","GT3 15V2.6A","COSEL GT3 15V2.6A. AIRIS II TABLE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452212887918 PCU G-SEGMENT CV. FD","452212887918","452212887918 PCU G-SEGMENT CV. FD","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","10399063 MCM4. ARTIS ZEE","10399063","10399063 MCM4. ARTIS ZEE","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","MRSC 10304173 8618527. SIEMENS","10304173","MRSC 10304173 8618527. SIEMENS","used","For Sale","","","1",
"CATH ","CATH ","","PHILIPS","Kubler rotary encoder, Type 5, 8.3600.1110.2500.5002, 96143867 78054. Kubler","78054 8.3600.1110.2500.5002","Kubler rotary encoder, Type 5, 8.3600.1110.2500.5002, 96143867 78054. Kubler","used","For Sale","","","1",
"PET/CT","PET/CT","","","ASSY 00-876613-07(A13) 9600 Control Panel Processor board.","00-876613-07","ASSY 00-876613-07(A13) 9600 Control Panel Processor board.","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","The image shows an Infineon part, possibly a component for medical equipment, with part number F6001K12KF4.. Infineon","FF600R12KF4","The image shows an Infineon part, possibly a component for medical equipment, with part number F6001K12KF4.. Infineon","used","For Sale","","200","1",
"CATH","CATH","","GE","23711374-REV2. GE","23711374","23711374-REV2. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","This is an ORIENTAL MOTOR part, including a gear head with part number 2GN100K and a torque motor with part number 2TK3GN-A.. ORIENTAL MOTOR","2GN100K ","This is an ORIENTAL MOTOR part, including a gear head with part number 2GN100K and a torque motor with part number 2TK3GN-A.. ORIENTAL MOTOR","used","For Sale","","","1",
